pert_id,pert_iname
trcn0000040060,myb
trcn0000008025,myd88
trcn0000008026,myd88
trcn0000008027,myd88
trcn0000006517,nfkb1
trcn0000006518,nfkb1
trcn0000006520,nfkb1
trcn0000036711,nqo2
trcn0000036712,nqo2
trcn0000036713,nqo2
trcn0000019321,nr3c1
trcn0000019322,nr3c1
trcn0000019323,nr3c1
trcn0000034849,oat
trcn0000034852,oat
trcn0000034853,oat
trcn0000052923,parp4
trcn0000052924,parp4
trcn0000052926,parp4
trcn0000006977,plcg1
trcn0000006979,plcg1
trcn0000006980,plcg1
trcn0000021366,polr2d
trcn0000021367,polr2d
trcn0000021368,polr2d
trcn0000058105,psmd1
trcn0000058106,psmd1
trcn0000005002,ptpn11
trcn0000005003,ptpn11
trcn0000005005,ptpn11
trcn0000005996,rasa1
trcn0000005998,rasa1
trcn0000005999,rasa1
trcn0000014683,rela
trcn0000014684,rela
trcn0000014687,rela
trcn0000072221,rfp
trcn0000005986,rpa2
trcn0000005987,rpa2
trcn0000005988,rpa2
trcn0000040080,rps6
trcn0000040081,rps6
trcn0000040082,rps6
trcn0000064884,sc5dl
trcn0000064885,sc5dl
trcn0000078063,scap
trcn0000078064,scap
trcn0000078066,scap
trcn0000040210,shc1
trcn0000040211,shc1
trcn0000040212,shc1
trcn0000034804,shmt2
trcn0000034805,shmt2
trcn0000034806,shmt2
trcn0000010477,smad2
trcn0000010478,smad2
trcn0000040035,smad2
trcn0000040028,smad4
trcn0000040029,smad4
trcn0000040032,smad4
trcn0000019384,smad7
trcn0000019385,smad7
trcn0000046153,sqle
trcn0000046155,sqle
trcn0000046157,sqle
trcn0000035234,sult1a1
trcn0000035236,sult1a1
trcn0000035238,sult1a1
trcn0000035200,sult1a2
trcn0000035202,sult1a2
trcn0000035203,sult1a2
trcn0000064913,tm7sf2
trcn0000064915,tm7sf2
trcn0000064916,tm7sf2
trcn0000003753,tp53
trcn0000003755,tp53
trcn0000003756,tp53
trcn0000049303,tpi1
trcn0000049304,tpi1
trcn0000049305,tpi1
trcn0000019392,znf669
trcn0000019393,znf669
trcn0000026561,akr1c3
trcn0000045960,cox5a
trcn0000058107,psmd1
trcn0000019387,smad7
trcn0000034925,abat
trcn0000034926,abat
trcn0000034927,abat
trcn0000059338,abca3
trcn0000059340,abca3
trcn0000059342,abca3
trcn0000060293,abca5
trcn0000060296,abca5
trcn0000060297,abca5
trcn0000060318,abcb6
trcn0000060320,abcb6
trcn0000060321,abcb6
trcn0000059848,abcd3
trcn0000059851,abcd3
trcn0000059852,abcd3
trcn0000059333,abcf2
trcn0000059334,abcf2
trcn0000059335,abcf2
trcn0000035580,acat1
trcn0000035582,acat1
trcn0000035583,acat1
trcn0000051485,ada
trcn0000051486,ada
trcn0000051487,ada
trcn0000008074,adra2c
trcn0000008075,adra2c
trcn0000008077,adra2c
trcn0000008084,adrb2
trcn0000008085,adrb2
trcn0000008086,adrb2
trcn0000045490,adss
trcn0000045491,adss
trcn0000045492,adss
trcn0000020030,aes
trcn0000020032,aes
trcn0000020033,aes
trcn0000050019,ahcy
trcn0000050020,ahcy
trcn0000050021,ahcy
trcn0000072469,aimp2
trcn0000072471,aimp2
trcn0000072472,aimp2
trcn0000029389,anxa5
trcn0000029390,anxa5
trcn0000029392,anxa5
trcn0000019274,ash2l
trcn0000019275,ash2l
trcn0000019277,ash2l
trcn0000034964,atic
trcn0000034967,atic
trcn0000034968,atic
trcn0000061800,axin1
trcn0000061802,axin1
trcn0000035115,bcat2
trcn0000035116,bcat2
trcn0000035118,bcat2
trcn0000007624,btg2
trcn0000007625,btg2
trcn0000007626,btg2
trcn0000019989,calr
trcn0000019990,calr
trcn0000019991,calr
trcn0000003549,casp3
trcn0000003551,casp3
trcn0000003552,casp3
trcn0000003580,casp9
trcn0000003581,casp9
trcn0000003582,casp9
trcn0000046374,cbr1
trcn0000046375,cbr1
trcn0000046376,cbr1
trcn0000046364,cbr3
trcn0000046366,cbr3
trcn0000046367,cbr3
trcn0000045299,ccne1
trcn0000045300,ccne1
trcn0000045301,ccne1
trcn0000051288,cda
trcn0000051290,cda
trcn0000051291,cda
trcn0000002429,cdc25a
trcn0000002430,cdc25a
trcn0000002431,cdc25a
trcn0000002509,cdc25b
trcn0000002511,cdc25b
trcn0000002512,cdc25b
trcn0000072624,cdca4
trcn0000072626,cdca4
trcn0000072627,cdca4
trcn0000011259,chrm3
trcn0000011262,chrm3
trcn0000011263,chrm3
trcn0000036239,comt
trcn0000036241,comt
trcn0000036243,comt
trcn0000021844,crk
trcn0000021846,crk
trcn0000021847,crk
trcn0000022304,dnajc1
trcn0000022307,dnajc1
trcn0000022308,dnajc1
trcn0000115667,ehmt2
trcn0000115669,ehmt2
trcn0000115671,ehmt2
trcn0000083928,eif2b2
trcn0000083931,eif2b2
trcn0000083932,eif2b2
trcn0000083963,eif2b3
trcn0000083964,eif2b3
trcn0000083967,eif2b3
trcn0000062598,eif4b
trcn0000062599,eif4b
trcn0000062602,eif4b
trcn0000050033,fbp1
trcn0000050034,fbp1
trcn0000050037,fbp1
trcn0000004302,fbxo11
trcn0000004303,fbxo11
trcn0000004304,fbxo11
trcn0000004334,fbxo5
trcn0000004335,fbxo5
trcn0000004336,fbxo5
trcn0000005949,fkbp1a
trcn0000005950,fkbp1a
trcn0000005952,fkbp1a
trcn0000048483,gclc
trcn0000048484,gclc
trcn0000048486,gclc
trcn0000045788,ggps1
trcn0000045790,ggps1
trcn0000045791,ggps1
trcn0000046424,gsr
trcn0000046427,gsr
trcn0000083698,gstm1
trcn0000083699,gstm1
trcn0000083702,gstm1
trcn0000083773,gstp1
trcn0000083774,gstp1
trcn0000083775,gstp1
trcn0000083798,gstt1
trcn0000083799,gstt1
trcn0000083801,gstt1
trcn0000036119,gstz1
trcn0000036120,gstz1
trcn0000036122,gstz1
trcn0000004817,hdac1
trcn0000004818,hdac1
trcn0000004824,hdac3
trcn0000004826,hdac3
trcn0000020215,hey1
trcn0000020216,hey1
trcn0000020217,hey1
trcn0000035049,hprt1
trcn0000035050,hprt1
trcn0000035051,hprt1
trcn0000027138,hsd17b7
trcn0000027146,hsd17b7
trcn0000027170,hsd17b7
trcn0000058788,ifngr1
trcn0000058789,ifngr1
trcn0000058790,ifngr1
trcn0000026529,impdh1
trcn0000026547,impdh1
trcn0000026570,impdh1
trcn0000010366,jun
trcn0000039588,jun
trcn0000039589,jun
trcn0000039590,jun
trcn0000039591,jun
trcn0000039592,jun
trcn0000026536,ldha
trcn0000026537,ldha
trcn0000026538,ldha
trcn0000029245,lipa
trcn0000029247,lipa
trcn0000029248,lipa
trcn0000064738,me2
trcn0000064741,me2
trcn0000064742,me2
trcn0000053235,med28
trcn0000053237,med28
trcn0000022064,med7
trcn0000022065,med7
trcn0000022067,med7
trcn0000050578,metap2
trcn0000050579,metap2
trcn0000050582,metap2
trcn0000035809,mgat4a
trcn0000035811,mgat4a
trcn0000035812,mgat4a
trcn0000046243,msmo1
trcn0000046244,msmo1
trcn0000046245,msmo1
trcn0000020414,msx1
trcn0000020415,msx1
trcn0000020416,msx1
trcn0000036524,mthfd1
trcn0000036525,mthfd1
trcn0000036528,mthfd1
trcn0000020476,mxi1
trcn0000020477,mxi1
trcn0000020478,mxi1
trcn0000007238,nae1
trcn0000007240,nae1
trcn0000007241,nae1
trcn0000116177,nampt
trcn0000116179,nampt
trcn0000116180,nampt
trcn0000004539,nfkbia
trcn0000004540,nfkbia
trcn0000004541,nfkbia
trcn0000014954,nfyb
trcn0000014956,nfyb
trcn0000014957,nfyb
trcn0000035709,nmt1
trcn0000035710,nmt1
trcn0000035712,nmt1
trcn0000021644,nr2c1
trcn0000021647,nr2c1
trcn0000021648,nr2c1
trcn0000021739,nr2f1
trcn0000021740,nr2f1
trcn0000021741,nr2f1
trcn0000005096,nr2f2
trcn0000005097,nr2f2
trcn0000005099,nr2f2
trcn0000033660,nr2f6
trcn0000033661,nr2f6
trcn0000033662,nr2f6
trcn0000007933,parp2
trcn0000007935,parp2
trcn0000007937,parp2
trcn0000052998,polq
trcn0000052999,polq
trcn0000053000,polq
trcn0000052679,ppp1r14b
trcn0000052681,ppp1r14b
trcn0000052682,ppp1r14b
trcn0000002483,ppp2ca
trcn0000002484,ppp2ca
trcn0000002486,ppp2ca
trcn0000050199,prep
trcn0000050200,prep
trcn0000050201,prep
trcn0000015103,pttg1
trcn0000015104,pttg1
trcn0000015106,pttg1
trcn0000014534,pura
trcn0000014536,pura
trcn0000014537,pura
trcn0000001656,pparg
trcn0000001657,pparg
trcn0000001658,pparg
trcn0000001659,pparg
trcn0000001660,pparg
trcn0000004869,rac1
trcn0000004871,rac1
trcn0000004872,rac1
trcn0000047918,ralbp1
trcn0000047920,ralbp1
trcn0000047922,ralbp1
trcn0000010417,rb1
trcn0000010419,rb1
trcn0000040167,rb1
trcn0000007944,rybp
trcn0000007945,rybp
trcn0000007947,rybp
trcn0000018981,sirt1
trcn0000018982,sirt1
trcn0000036440,soat1
trcn0000036441,soat1
trcn0000036442,soat1
trcn0000020840,stat3
trcn0000020842,stat3
trcn0000020843,stat3
trcn0000048504,suclg2
trcn0000048505,suclg2
trcn0000048506,suclg2
trcn0000004924,tfap2a
trcn0000004925,tfap2a
trcn0000004926,tfap2a
trcn0000019979,tfe3
trcn0000019981,tfe3
trcn0000019983,tfe3
trcn0000073583,tfpi
trcn0000073584,tfpi
trcn0000073585,tfpi
trcn0000008020,tradd
trcn0000008021,tradd
trcn0000008023,tradd
trcn0000014203,tubb3
trcn0000014206,tubb3
trcn0000045663,tyms
trcn0000045664,tyms
trcn0000045665,tyms
trcn0000038789,ube2d3
trcn0000038791,ube2d3
trcn0000038792,ube2d3
trcn0000078283,acly
trcn0000078284,acly
trcn0000078285,acly
trcn0000056558,aco2
trcn0000056562,aco2
trcn0000050788,adar
trcn0000050789,adar
trcn0000050790,adar
trcn0000021975,aff1
trcn0000021977,aff1
trcn0000021978,aff1
trcn0000035079,agl
trcn0000035081,agl
trcn0000035083,agl
trcn0000056098,anxa1
trcn0000056099,anxa1
trcn0000056100,anxa1
trcn0000059843,ap4s1
trcn0000059844,ap4s1
trcn0000059846,ap4s1
trcn0000045873,asns
trcn0000045875,asns
trcn0000045877,asns
trcn0000013713,atf2
trcn0000013715,atf2
trcn0000013717,atf2
trcn0000043223,atp1a1
trcn0000043224,atp1a1
trcn0000043225,atp1a1
trcn0000033457,bad
trcn0000033458,bad
trcn0000033499,bcl2l1
trcn0000033500,bcl2l1
trcn0000033501,bcl2l1
trcn0000033600,bcl2l13
trcn0000033601,bcl2l13
trcn0000033602,bcl2l13
trcn0000046379,blvrb
trcn0000046380,blvrb
trcn0000046381,blvrb
trcn0000007898,cdca8
trcn0000007899,cdca8
trcn0000007900,cdca8
trcn0000073298,cdt1
trcn0000073299,cdt1
trcn0000073301,cdt1
trcn0000062298,ceacam6
trcn0000062300,ceacam6
trcn0000062302,ceacam6
trcn0000046963,ces2
trcn0000046966,ces2
trcn0000046967,ces2
trcn0000009948,chek1
trcn0000045703,cs
trcn0000045707,cs
trcn0000013739,ctbp1
trcn0000064563,cyb5a
trcn0000064565,cyb5a
trcn0000064567,cyb5a
trcn0000038974,cyb5r3
trcn0000038975,cyb5r3
trcn0000038976,cyb5r3
trcn0000064514,cycs
trcn0000064515,cycs
trcn0000064517,cycs
trcn0000062324,cyp1b1
trcn0000062325,cyp1b1
trcn0000062326,cyp1b1
trcn0000003799,daxx
trcn0000003800,daxx
trcn0000003802,daxx
trcn0000038955,dcxr
trcn0000038956,dcxr
trcn0000038958,dcxr
trcn0000007451,elk1
trcn0000007452,elk1
trcn0000007454,elk1
trcn0000013918,ets2
trcn0000013919,ets2
trcn0000013920,ets2
trcn0000013923,etv1
trcn0000013925,etv1
trcn0000013926,etv1
trcn0000050674,fah
trcn0000050675,fah
trcn0000050676,fah
trcn0000019539,fosl1
trcn0000019541,fosl1
trcn0000019542,fosl1
trcn0000064369,gfod2
trcn0000064370,gfod2
trcn0000064372,gfod2
trcn0000058843,ghr
trcn0000058844,ghr
trcn0000058846,ghr
trcn0000036770,gipc1
trcn0000036771,gipc1
trcn0000036773,gipc1
trcn0000045813,gss
trcn0000045815,gss
trcn0000045816,gss
trcn0000020659,gtf2b
trcn0000020661,gtf2b
trcn0000020662,gtf2b
trcn0000050093,hint1
trcn0000050094,hint1
trcn0000050096,hint1
trcn0000045248,hmox1
trcn0000045250,hmox1
trcn0000045252,hmox1
trcn0000017528,hoxa5
trcn0000017529,hoxa5
trcn0000017531,hoxa5
trcn0000015163,hoxa9
trcn0000015164,hoxa9
trcn0000015166,hoxa9
trcn0000001025,hsp90aa1
trcn0000001027,hsp90aa1
trcn0000001028,hsp90aa1
trcn0000019029,id1
trcn0000019030,id1
trcn0000019033,id1
trcn0000000244,ide
trcn0000000246,ide
trcn0000000247,ide
trcn0000058028,il8
trcn0000058029,il8
trcn0000058031,il8
trcn0000060288,lcn2
trcn0000060289,lcn2
trcn0000060290,lcn2
trcn0000046183,loxl1
trcn0000046184,loxl1
trcn0000046185,loxl1
trcn0000045479,lss
trcn0000045480,lss
trcn0000045482,lss
trcn0000010052,mapk14
trcn0000010279,mapk9
trcn0000072283,mcts1
trcn0000072285,mcts1
trcn0000072286,mcts1
trcn0000015813,mef2c
trcn0000015816,mef2c
trcn0000055583,megf9
trcn0000055585,megf9
trcn0000055586,megf9
trcn0000035955,mettl1
trcn0000035957,mettl1
trcn0000035958,mettl1
trcn0000017798,msrb2
trcn0000017801,msrb2
trcn0000017802,msrb2
trcn0000026434,ndufa5
trcn0000026449,ndufa5
trcn0000026470,ndufa5
trcn0000014738,nfil3
trcn0000014740,nfil3
trcn0000014742,nfil3
trcn0000003767,nqo1
trcn0000003768,nqo1
trcn0000003769,nqo1
trcn0000022190,nr1d2
trcn0000022192,nr1d2
trcn0000022193,nr1d2
trcn0000022214,nr1h2
trcn0000022217,nr1h2
trcn0000022218,nr1h2
trcn0000033254,nras
trcn0000033255,nras
trcn0000033256,nras
trcn0000033257,nras
trcn0000033258,nras
trcn0000026431,nsdhl
trcn0000026461,nsdhl
trcn0000026496,nsdhl
trcn0000049518,ntan1
trcn0000049520,ntan1
trcn0000049522,ntan1
trcn0000009457,oxtr
trcn0000009459,oxtr
trcn0000009460,oxtr
trcn0000009480,p2ry2
trcn0000009481,p2ry2
trcn0000009482,p2ry2
trcn0000007929,parp1
trcn0000007930,parp1
trcn0000007932,parp1
trcn0000020389,pbx1
trcn0000020391,pbx1
trcn0000020393,pbx1
trcn0000053074,pola2
trcn0000053076,pola2
trcn0000053077,pola2
trcn0000020764,pou2f1
trcn0000020766,pou2f1
trcn0000020768,pou2f1
trcn0000049230,ppia
trcn0000049231,ppia
trcn0000049232,ppia
trcn0000003898,psmb1
trcn0000003899,psmb1
trcn0000003902,psmb1
trcn0000020370,rara
trcn0000020371,rara
trcn0000020373,rara
trcn0000010424,rheb
trcn0000010425,rheb
trcn0000039601,rheb
trcn0000002162,rock1
trcn0000049409,rpia
trcn0000049410,rpia
trcn0000049411,rpia
trcn0000010436,sirt2
trcn0000040218,sirt2
trcn0000040222,sirt2
trcn0000038339,slc16a1
trcn0000038341,slc16a1
trcn0000038342,slc16a1
trcn0000044963,slc25a4
trcn0000044966,slc25a4
trcn0000044967,slc25a4
trcn0000043659,slc29a2
trcn0000043660,slc29a2
trcn0000043662,slc29a2
trcn0000039584,smarcb1
trcn0000039585,smarcb1
trcn0000039587,smarcb1
trcn0000015780,smarce1
trcn0000015781,smarce1
trcn0000048144,sos1
trcn0000048145,sos1
trcn0000048146,sos1
trcn0000020490,sp3
trcn0000020491,sp3
trcn0000020493,sp3
trcn0000046583,spr
trcn0000046584,spr
trcn0000046586,spr
trcn0000014793,tbp
trcn0000014794,tbp
trcn0000014796,tbp
trcn0000061893,tcf7l2
trcn0000061895,tcf7l2
trcn0000061897,tcf7l2
trcn0000019824,tfcp2
trcn0000019825,tfcp2
trcn0000019827,tfcp2
trcn0000036366,tpmt
trcn0000036367,tpmt
trcn0000036368,tpmt
trcn0000003993,ttc3
trcn0000003994,ttc3
trcn0000003995,ttc3
trcn0000108330,tubb2a
trcn0000108333,tubb2a
trcn0000108334,tubb2a
trcn0000007677,ubap2l
trcn0000007680,ubap2l
trcn0000007681,ubap2l
trcn0000019814,whsc1
trcn0000019818,whsc1
trcn0000029404,ywhaz
trcn0000029405,ywhaz
trcn0000029406,ywhaz
trcn0000017389,aatf
trcn0000017391,aatf
trcn0000017392,aatf
trcn0000059800,abcg2
trcn0000059801,abcg2
trcn0000059802,abcg2
trcn0000050548,adam15
trcn0000050549,adam15
trcn0000050552,adam15
trcn0000078358,adcy9
trcn0000078359,adcy9
trcn0000078360,adcy9
trcn0000027144,aldh1a3
trcn0000027160,aldh1a3
trcn0000027212,aldh1a3
trcn0000034719,alg9
trcn0000034721,alg9
trcn0000034722,alg9
trcn0000043279,atp2c1
trcn0000043280,atp2c1
trcn0000043282,atp2c1
trcn0000043464,atp5d
trcn0000043466,atp5d
trcn0000043467,atp5d
trcn0000036319,b4galt4
trcn0000036322,b4galt4
trcn0000036323,b4galt4
trcn0000115907,c19orf10
trcn0000115908,c19orf10
trcn0000115909,c19orf10
trcn0000045359,cbs
trcn0000045360,cbs
trcn0000045361,cbs
trcn0000056918,cd83
trcn0000056919,cd83
trcn0000056920,cd83
trcn0000056693,cish
trcn0000056694,cish
trcn0000056697,cish
trcn0000046323,cox7b
trcn0000046324,cox7b
trcn0000046327,cox7b
trcn0000050574,cpe
trcn0000050576,cpe
trcn0000050577,cpe
trcn0000006485,crebbp
trcn0000006486,crebbp
trcn0000006487,crebbp
trcn0000013723,crem
trcn0000013726,crem
trcn0000013727,crem
trcn0000036010,crot
trcn0000036012,crot
trcn0000036013,crot
trcn0000009966,csnk1e
trcn0000057874,cxcl2
trcn0000057876,cxcl2
trcn0000057877,cxcl2
trcn0000064133,cyp20a1
trcn0000064134,cyp20a1
trcn0000064135,cyp20a1
trcn0000005569,dcps
trcn0000005571,dcps
trcn0000005572,dcps
trcn0000007263,ddit3
trcn0000007264,ddit3
trcn0000007266,ddit3
trcn0000039000,dhfr
trcn0000039001,dhfr
trcn0000039003,dhfr
trcn0000026550,dhrs2
trcn0000026573,dhrs2
trcn0000026592,dhrs2
trcn0000017783,dmtf1
trcn0000017784,dmtf1
trcn0000017786,dmtf1
trcn0000022315,dnajc12
trcn0000022316,dnajc12
trcn0000022318,dnajc12
trcn0000021890,dnmt1
trcn0000021891,dnmt1
trcn0000021893,dnmt1
trcn0000083990,eif2b5
trcn0000083991,eif2b5
trcn0000083992,eif2b5
trcn0000074789,eif2s2
trcn0000074791,eif2s2
trcn0000074792,eif2s2
trcn0000062573,eif4e
trcn0000062575,eif4e
trcn0000062576,eif4e
trcn0000040203,eif4ebp1
trcn0000040206,eif4ebp1
trcn0000040207,eif4ebp1
trcn0000061769,eif4g1
trcn0000061770,eif4g1
trcn0000061772,eif4g1
trcn0000003299,esr1
trcn0000003300,esr1
trcn0000003301,esr1
trcn0000000034,ewsr1
trcn0000000035,ewsr1
trcn0000000038,ewsr1
trcn0000049459,gale
trcn0000049460,gale
trcn0000049461,gale
trcn0000050743,gch1
trcn0000050746,gch1
trcn0000050747,gch1
trcn0000078520,ggcx
trcn0000078521,ggcx
trcn0000078522,ggcx
trcn0000020504,gli3
trcn0000020505,gli3
trcn0000020506,gli3
trcn0000051135,gls
trcn0000051136,gls
trcn0000051137,gls
trcn0000008694,gm2a
trcn0000008697,gm2a
trcn0000008698,gm2a
trcn0000022159,gmeb1
trcn0000022160,gmeb1
trcn0000022162,gmeb1
trcn0000005628,gprc5a
trcn0000005630,gprc5a
trcn0000029369,grb2
trcn0000029371,grb2
trcn0000029372,grb2
trcn0000003808,hif1a
trcn0000003810,hif1a
trcn0000003811,hif1a
trcn0000046449,hmgcr
trcn0000046450,hmgcr
trcn0000046452,hmgcr
trcn0000035835,hs3st3a1
trcn0000035836,hs3st3a1
trcn0000035837,hs3st3a1
trcn0000029425,hsp90b1
trcn0000029426,hsp90b1
trcn0000029428,hsp90b1
trcn0000058785,ifnar2
trcn0000058786,ifnar2
trcn0000058787,ifnar2
trcn0000026534,impdh2
trcn0000026559,impdh2
trcn0000026591,impdh2
trcn0000022069,irf9
trcn0000022070,irf9
trcn0000022071,irf9
trcn0000061254,irs2
trcn0000061257,irs2
trcn0000045108,kcng1
trcn0000045110,kcng1
trcn0000045112,kcng1
trcn0000000210,kcnma1
trcn0000000211,kcnma1
trcn0000000213,kcnma1
trcn0000059283,mb
trcn0000059285,mb
trcn0000059286,mb
trcn0000048708,mgll
trcn0000048711,mgll
trcn0000048712,mgll
trcn0000034946,nat1
trcn0000034947,nat1
trcn0000034948,nat1
trcn0000060703,ncor2
trcn0000060704,ncor2
trcn0000060705,ncor2
trcn0000061353,nsd1
trcn0000061356,nsd1
trcn0000061357,nsd1
trcn0000048618,parl
trcn0000048619,parl
trcn0000048620,parl
trcn0000050118,pigk
trcn0000050120,pigk
trcn0000050121,pigk
trcn0000050913,plat
trcn0000050914,plat
trcn0000050915,plat
trcn0000083278,pnp
trcn0000083279,pnp
trcn0000083281,pnp
trcn0000052953,pola1
trcn0000052954,pola1
trcn0000052955,pola1
trcn0000046524,por
trcn0000046526,por
trcn0000046527,por
trcn0000001670,pparg
trcn0000001673,pparg
trcn0000001674,pparg
trcn0000107832,preb
trcn0000107834,preb
trcn0000003904,psmb2
trcn0000003906,psmb2
trcn0000003907,psmb2
trcn0000002777,ptpn1
trcn0000002779,ptpn1
trcn0000002780,ptpn1
trcn0000022034,rfc1
trcn0000022035,rfc1
trcn0000022037,rfc1
trcn0000003158,rps6kb1
trcn0000003159,rps6kb1
trcn0000003160,rps6kb1
trcn0000021614,rxra
trcn0000021617,rxra
trcn0000021618,rxra
trcn0000044559,scnn1a
trcn0000044560,scnn1a
trcn0000044562,scnn1a
trcn0000052271,serpine1
trcn0000052272,serpine1
trcn0000018543,sirt5
trcn0000018545,sirt5
trcn0000018546,sirt5
trcn0000038199,slc35a1
trcn0000038201,slc35a1
trcn0000038202,slc35a1
trcn0000021779,smad1
trcn0000021780,smad1
trcn0000021781,smad1
trcn0000020009,smad3
trcn0000020011,smad3
trcn0000020013,smad3
trcn0000003471,smurf1
trcn0000003473,smurf1
trcn0000003474,smurf1
trcn0000003476,smurf2
trcn0000003477,smurf2
trcn0000003478,smurf2
trcn0000003980,srf
trcn0000003981,srf
trcn0000003982,srf
trcn0000005076,tbx3
trcn0000005078,tbx3
trcn0000005080,tbx3
trcn0000001253,tcea1
trcn0000001254,tcea1
trcn0000001255,tcea1
trcn0000073293,tdrd3
trcn0000073294,tdrd3
trcn0000073297,tdrd3
trcn0000003316,tgfb1
trcn0000003318,tgfb1
trcn0000003320,tgfb1
trcn0000058713,tnfrsf1a
trcn0000058715,tnfrsf1a
trcn0000058717,tnfrsf1a
trcn0000008681,tnip1
trcn0000008682,tnip1
trcn0000008684,tnip1
trcn0000053238,tnks2
trcn0000053239,tnks2
trcn0000053241,tnks2
trcn0000003987,top1
trcn0000003989,top1
trcn0000003990,top1
trcn0000049278,top2a
trcn0000049279,top2a
trcn0000049280,top2a
trcn0000004987,trafd1
trcn0000004989,trafd1
trcn0000004991,trafd1
trcn0000022059,trip13
trcn0000022060,trip13
trcn0000022063,trip13
trcn0000113916,tubb2c
trcn0000113918,tubb2c
trcn0000113920,tubb2c
trcn0000003381,ube2d1
trcn0000003384,ube2d1
trcn0000003385,ube2d1
trcn0000007575,ube2e3
trcn0000007577,ube2e3
trcn0000007578,ube2e3
trcn0000019504,vdr
trcn0000019505,vdr
trcn0000019506,vdr
trcn0000003343,vegfa
trcn0000003344,vegfa
trcn0000003345,vegfa
trcn0000038969,vkorc1
trcn0000038970,vkorc1
trcn0000038973,vkorc1
trcn0000001700,wee1
trcn0000001703,wee1
trcn0000001704,wee1
trcn0000062713,wnt5a
trcn0000062714,wnt5a
trcn0000062716,wnt5a
trcn0000073928,xpnpep3
trcn0000073929,xpnpep3
trcn0000073931,xpnpep3
trcn0000078163,ywhah
trcn0000078164,ywhah
trcn0000078166,ywhah
trcn0000015819,znf134
trcn0000015820,znf134
trcn0000015821,znf134
trcn0000013034,znf207
trcn0000013036,znf207
trcn0000013037,znf207
trcn0000017774,znf331
trcn0000017775,znf331
trcn0000017776,znf331
trcn0000045692,aars
trcn0000293689,aars
trcn0000293748,aars
trcn0000218815,abl2
trcn0000230770,abl2
trcn0000036072,acaa1
trcn0000226732,acaa1
trcn0000018891,aire
trcn0000359485,aire
trcn0000368659,aire
trcn0000001917,akap11
trcn0000279967,akap11
trcn0000297340,akap11
trcn0000039796,akt1
trcn0000255915,akt2
trcn0000265834,akt2
trcn0000245545,ankrd55
trcn0000245548,ankrd55
trcn0000245549,ankrd55
trcn0000010296,apc
trcn0000040093,apc
trcn0000291688,arhgap1
trcn0000307773,arhgap1
trcn0000307776,arhgap1
trcn0000029745,arhgef5
trcn0000029747,arhgef5
trcn0000029748,arhgef5
trcn0000037580,aurkaip1
trcn0000037581,aurkaip1
trcn0000037582,aurkaip1
trcn0000040069,bcl2
trcn0000286223,bcl2
trcn0000330592,bcl3
trcn0000330668,bcl3
trcn0000330669,bcl3
trcn0000073720,birc5
trcn0000073721,birc5
trcn0000020156,bmi1
trcn0000218869,bmi1
trcn0000229416,bmi1
trcn0000039833,brca1
trcn0000039834,brca1
trcn0000039837,brca1
trcn0000122549,c1orf106
trcn0000139149,c1orf106
trcn0000140759,c1orf106
trcn0000084120,ca2
trcn0000084121,ca2
trcn0000084122,ca2
trcn0000280771,calcoco2
trcn0000280772,calcoco2
trcn0000051900,cant1
trcn0000359421,cant1
trcn0000368660,cant1
trcn0000029354,canx
trcn0000029357,canx
trcn0000029358,canx
trcn0000016644,cbfb
trcn0000016645,cbfb
trcn0000016646,cbfb
trcn0000045293,ccnd2
trcn0000045294,ccnd2
trcn0000045295,ccnd2
trcn0000057564,cd44
trcn0000057567,cd44
trcn0000308110,cd44
trcn0000057543,cd58
trcn0000312623,cd58
trcn0000327686,cd58
trcn0000039748,cdkn2a
trcn0000039749,cdkn2a
trcn0000039750,cdkn2a
trcn0000007304,cebpa
trcn0000007306,cebpa
trcn0000007307,cebpa
trcn0000344538,chek2
trcn0000318689,csnk2a2
trcn0000000250,e2f1
trcn0000010328,e2f1
trcn0000332963,e2f1
trcn0000055478,egf
trcn0000055479,egf
trcn0000055481,egf
trcn0000359264,ercc3
trcn0000359265,ercc3
trcn0000359267,ercc3
trcn0000059619,fabp4
trcn0000059620,fabp4
trcn0000059622,fabp4
trcn0000003126,fasn
trcn0000003127,fasn
trcn0000003128,fasn
trcn0000039706,flt3
trcn0000036100,fut2
trcn0000036102,fut2
trcn0000036103,fut2
trcn0000049556,gaa
trcn0000290341,gaa
trcn0000290342,gaa
trcn0000062350,gadd45a
trcn0000218764,gadd45a
trcn0000229890,gadd45a
trcn0000052468,gmds
trcn0000052469,gmds
trcn0000052471,gmds
trcn0000083416,gnas
trcn0000300316,gnas
trcn0000331232,gnas
trcn0000357161,gpr31
trcn0000357162,gpr31
trcn0000367840,gpr31
trcn0000046498,grhpr
trcn0000046502,grhpr
trcn0000232695,grhpr
trcn0000229654,hes1
trcn0000229655,hes1
trcn0000229656,hes1
trcn0000058539,il1rap
trcn0000058540,il1rap
trcn0000058541,il1rap
trcn0000350495,jak2
trcn0000014630,kdm5a
trcn0000329797,kdm5a
trcn0000329872,kdm5a
trcn0000154656,keap1
trcn0000154657,keap1
trcn0000280683,keap1
trcn0000083428,lamb1
trcn0000083429,lamb1
trcn0000315625,lamb1
trcn0000231549,max
trcn0000231550,max
trcn0000257324,max
trcn0000355725,mdm2
trcn0000355726,mdm2
